prompt,label,type,layer_homophily,exact_layer_homophily,avg_layer_distance,type_homophily,n_communities,modularity,inter_community_edge_ratio,largest_community_frac
[synthetic-tangled],0.0,tangled,0.4521276595744681,0.17819148936170212,1.9574468085106382,1.0,5,0.21420295935734568,0.6558823529411765,0.28
[synthetic-tangled],0.0,tangled,0.4679144385026738,0.15775401069518716,1.7459893048128343,1.0,5,0.2294911943975243,0.6275659824046921,0.26
[synthetic-tangled],0.0,tangled,0.4034582132564842,0.14121037463976946,1.9798270893371759,1.0,5,0.23775904584353316,0.6542056074766355,0.26
[synthetic-tangled],0.0,tangled,0.4244031830238727,0.16445623342175067,2.1856763925729443,1.0,6,0.22039900612542815,0.6734104046242775,0.24
[synthetic-tangled],0.0,tangled,0.3896457765667575,0.1444141689373297,1.9591280653950953,1.0,5,0.22347009358751618,0.650887573964497,0.28
[synthetic-tangled],0.0,tangled,0.4322033898305085,0.16101694915254236,1.9322033898305084,1.0,6,0.2332087027115282,0.6583850931677019,0.26
[synthetic-tangled],0.0,tangled,0.45125348189415043,0.18662952646239556,1.9080779944289694,1.0,6,0.21562096709785122,0.6636636636636637,0.24
[synthetic-tangled],0.0,tangled,0.3856749311294766,0.1349862258953168,2.077134986225895,1.0,6,0.20516471336089648,0.696165191740413,0.24
[synthetic-tangled],0.0,tangled,0.41317365269461076,0.15568862275449102,2.095808383233533,1.0,5,0.24735617038444718,0.6351791530944625,0.28
[synthetic-tangled],0.0,tangled,0.4025974025974026,0.15584415584415584,2.088311688311688,1.0,5,0.2060251562886682,0.6420765027322405,0.32
[synthetic-tangled],0.0,tangled,0.45799457994579945,0.16802168021680217,1.9132791327913279,1.0,6,0.2377401853723919,0.6460176991150443,0.3
[synthetic-tangled],0.0,tangled,0.4381720430107527,0.1586021505376344,2.0725806451612905,1.0,5,0.2097640354544181,0.6379310344827587,0.32
[synthetic-tangled],0.0,tangled,0.46839080459770116,0.15804597701149425,1.8074712643678161,1.0,6,0.23699950255344132,0.6441717791411042,0.24
[synthetic-tangled],0.0,tangled,0.438953488372093,0.1511627906976744,1.9505813953488371,1.0,5,0.2504874402006471,0.6424050632911392,0.28
[synthetic-tangled],0.0,tangled,0.4343163538873995,0.1447721179624665,2.002680965147453,1.0,5,0.24296763201511684,0.6609195402298851,0.24
[synthetic-tangled],0.0,tangled,0.4409221902017291,0.21037463976945245,2.106628242074928,1.0,4,0.24657700280431794,0.5763239875389408,0.32
[synthetic-tangled],0.0,tangled,0.5967302452316077,0.1907356948228883,1.4768392370572208,1.0,5,0.23545581699525114,0.6432748538011696,0.24
[synthetic-tangled],0.0,tangled,0.4418052256532066,0.17577197149643706,2.0285035629453683,1.0,6,0.19281284954522926,0.7142857142857143,0.22
[synthetic-tangled],0.0,tangled,0.3974358974358974,0.16666666666666666,2.023076923076923,1.0,5,0.21480133823405054,0.6294277929155313,0.28
[synthetic-tangled],0.0,tangled,0.3864864864864865,0.14864864864864866,2.0081081081081082,1.0,4,0.2140072448689892,0.5763688760806917,0.38
[synthetic-tangled],0.0,tangled,0.43342036553524804,0.1279373368146214,1.947780678851175,1.0,5,0.2072820104619276,0.6657381615598886,0.3
[synthetic-tangled],0.0,tangled,0.5108695652173914,0.17119565217391305,1.703804347826087,1.0,5,0.21259420413742153,0.6242774566473989,0.32
[synthetic-tangled],0.0,tangled,0.4540540540540541,0.16756756756756758,1.854054054054054,1.0,6,0.2048876126632296,0.6865671641791045,0.24
[synthetic-tangled],0.0,tangled,0.4671916010498688,0.15223097112860892,1.7926509186351707,1.0,6,0.2022399465339432,0.6927536231884058,0.22
[synthetic-tangled],0.0,tangled,0.4301675977653631,0.1424581005586592,2.0083798882681565,1.0,6,0.21579470080679472,0.6696696696696697,0.2
[synthetic-tangled],0.0,tangled,0.49244712990936557,0.17522658610271905,1.7371601208459215,1.0,4,0.26778118767983894,0.535483870967742,0.32
[synthetic-tangled],0.0,tangled,0.4876712328767123,0.18356164383561643,1.726027397260274,1.0,5,0.2382670954413741,0.6345029239766082,0.24
[synthetic-tangled],0.0,tangled,0.4064039408866995,0.1330049261083744,2.0960591133004924,1.0,5,0.20055777355789592,0.6703601108033241,0.24
[synthetic-tangled],0.0,tangled,0.4574468085106383,0.17287234042553193,1.928191489361702,1.0,6,0.21276091723552337,0.6752873563218391,0.28
[synthetic-tangled],0.0,tangled,0.5126760563380282,0.17746478873239438,1.7183098591549295,1.0,5,0.26410996267381875,0.5993975903614458,0.28
[synthetic-tangled],0.0,tangled,0.3743169398907104,0.1366120218579235,2.371584699453552,1.0,5,0.21724407971749907,0.6608695652173913,0.28
[synthetic-tangled],0.0,tangled,0.4115942028985507,0.1536231884057971,2.0782608695652174,1.0,6,0.24460151291057702,0.6492307692307693,0.26
[synthetic-tangled],0.0,tangled,0.41032608695652173,0.14130434782608695,2.0869565217391304,1.0,7,0.21997055334779242,0.6932153392330384,0.24
[synthetic-tangled],0.0,tangled,0.4961038961038961,0.16883116883116883,1.8883116883116884,1.0,6,0.21748756426019594,0.6714285714285714,0.3
[synthetic-tangled],0.0,tangled,0.5343915343915344,0.164021164021164,1.6322751322751323,1.0,7,0.21355867202523018,0.7215909090909091,0.2
[synthetic-tangled],0.0,tangled,0.43370165745856354,0.14917127071823205,2.016574585635359,1.0,7,0.21111604607135045,0.7194029850746269,0.18
[synthetic-tangled],0.0,tangled,0.4392059553349876,0.17121588089330025,1.9528535980148884,1.0,6,0.19072595951458007,0.6896551724137931,0.32
[synthetic-tangled],0.0,tangled,0.4831168831168831,0.17142857142857143,1.9324675324675324,1.0,6,0.21592156171846133,0.6804407713498623,0.22
[synthetic-tangled],0.0,tangled,0.42783505154639173,0.16237113402061856,2.033505154639175,1.0,5,0.22320607314033813,0.6477272727272727,0.24
[synthetic-tangled],0.0,tangled,0.4336734693877551,0.14795918367346939,2.0,1.0,6,0.23433659072501922,0.6749311294765841,0.22
[synthetic-tangled],0.0,tangled,0.41581632653061223,0.1836734693877551,1.9846938775510203,1.0,6,0.23142031194191529,0.6544943820224719,0.28
[synthetic-tangled],0.0,tangled,0.44862155388471175,0.19047619047619047,1.944862155388471,1.0,6,0.19065935894766609,0.6878453038674033,0.24
[synthetic-tangled],0.0,tangled,0.43089430894308944,0.11924119241192412,2.021680216802168,1.0,5,0.22146947706044487,0.6320474777448071,0.3
[synthetic-tangled],0.0,tangled,0.4409448818897638,0.14960629921259844,2.1233595800524934,1.0,7,0.19641151415559852,0.7175792507204611,0.18
[synthetic-tangled],0.0,tangled,0.418848167539267,0.12827225130890052,1.9712041884816753,1.0,5,0.22449078258414185,0.6368715083798883,0.28
[synthetic-tangled],0.0,tangled,0.45429362880886426,0.14958448753462603,1.9861495844875345,1.0,5,0.22172463776786755,0.6428571428571429,0.28
[synthetic-tangled],0.0,tangled,0.4477211796246649,0.13136729222520108,1.9088471849865951,1.0,5,0.21368082849480358,0.661849710982659,0.26
[synthetic-tangled],0.0,tangled,0.4972067039106145,0.2122905027932961,1.7011173184357542,1.0,5,0.205394592794431,0.6567164179104478,0.3
[synthetic-tangled],0.0,tangled,0.4879356568364611,0.19302949061662197,1.7238605898123325,1.0,6,0.204047579236376,0.6949152542372882,0.22
[synthetic-tangled],0.0,tangled,0.4613333333333333,0.17866666666666667,1.8053333333333332,1.0,6,0.22454354017071482,0.6781609195402298,0.24
[synthetic-tangled],0.0,tangled,0.43243243243243246,0.15945945945945947,1.9243243243243244,1.0,6,0.21571775052335393,0.6832844574780058,0.22
[synthetic-tangled],0.0,tangled,0.4394736842105263,0.1736842105263158,1.931578947368421,1.0,6,0.21487445295875737,0.6965317919075145,0.26
[synthetic-tangled],0.0,tangled,0.4987146529562982,0.18766066838046272,1.6940874035989717,1.0,5,0.197949044250715,0.6750700280112045,0.24
[synthetic-tangled],0.0,tangled,0.41040462427745666,0.14739884393063585,2.052023121387283,1.0,7,0.22416685847925624,0.7098765432098766,0.18
[synthetic-tangled],0.0,tangled,0.42962962962962964,0.16049382716049382,2.0074074074074075,1.0,6,0.19144441509942073,0.706989247311828,0.22
[synthetic-tangled],0.0,tangled,0.41935483870967744,0.15249266862170088,1.9501466275659824,1.0,7,0.21316629855148728,0.7085889570552147,0.2
[synthetic-tangled],0.0,tangled,0.46883468834688347,0.18699186991869918,1.7452574525745257,1.0,5,0.20383608557551572,0.6253602305475504,0.3
[synthetic-tangled],0.0,tangled,0.4540229885057471,0.1925287356321839,1.8908045977011494,1.0,5,0.22745792357870953,0.6036585365853658,0.28
[synthetic-tangled],0.0,tangled,0.4465753424657534,0.1589041095890411,1.926027397260274,1.0,7,0.22755998870864896,0.7117117117117117,0.18
[synthetic-tangled],0.0,tangled,0.4282051282051282,0.14358974358974358,1.8461538461538463,1.0,5,0.2249311336817061,0.6590909090909091,0.26
[synthetic-tangled],0.0,tangled,0.446524064171123,0.15508021390374332,1.9411764705882353,1.0,6,0.2199041328607852,0.6781609195402298,0.24
[synthetic-tangled],0.0,tangled,0.39946380697050937,0.13672922252010725,2.1152815013404824,1.0,5,0.2062361965390522,0.6447761194029851,0.26
[synthetic-tangled],0.0,tangled,0.4192634560906516,0.18413597733711048,2.121813031161473,1.0,6,0.2458966849262926,0.6181818181818182,0.28
[synthetic-tangled],0.0,tangled,0.4381443298969072,0.17783505154639176,1.9097938144329898,1.0,5,0.19988258034645506,0.6629213483146067,0.26
[synthetic-tangled],0.0,tangled,0.4463768115942029,0.17391304347826086,1.9188405797101449,1.0,5,0.22502367101142629,0.6291793313069909,0.26
[synthetic-tangled],0.0,tangled,0.46438746438746437,0.1794871794871795,1.9287749287749287,1.0,5,0.2286712752681148,0.6411042944785276,0.32
[synthetic-tangled],0.0,tangled,0.44598337950138506,0.20221606648199447,1.8808864265927978,1.0,6,0.22823392931931777,0.6904761904761905,0.22
[synthetic-tangled],0.0,tangled,0.40963855421686746,0.16265060240963855,2.102409638554217,1.0,5,0.2407398962376696,0.6205787781350482,0.28
[synthetic-tangled],0.0,tangled,0.40771349862258954,0.17355371900826447,1.9889807162534436,1.0,5,0.2376315871293167,0.658753709198813,0.22
[synthetic-tangled],0.0,tangled,0.4050632911392405,0.1341772151898734,1.9645569620253165,1.0,6,0.20982336172618235,0.6974789915966386,0.2
[synthetic-tangled],0.0,tangled,0.42133333333333334,0.14666666666666667,2.016,1.0,5,0.22015555512313015,0.6628242074927954,0.26
[synthetic-tangled],0.0,tangled,0.4470588235294118,0.15294117647058825,1.9088235294117648,1.0,6,0.21949390812640948,0.665625,0.26
[synthetic-tangled],0.0,tangled,0.505464480874317,0.1557377049180328,1.819672131147541,1.0,6,0.23536828062968654,0.6407185628742516,0.26
[synthetic-tangled],0.0,tangled,0.47,0.145,1.84,1.0,5,0.2103224683195226,0.6639344262295082,0.28
[synthetic-tangled],0.0,tangled,0.3484042553191489,0.14627659574468085,2.3324468085106385,1.0,6,0.22058025283746147,0.6985507246376812,0.22
[synthetic-tangled],0.0,tangled,0.41005291005291006,0.16137566137566137,2.0714285714285716,1.0,6,0.21316923428850268,0.6934097421203438,0.22
[synthetic-tangled],0.0,tangled,0.4497354497354497,0.18253968253968253,2.007936507936508,1.0,5,0.23744131943493818,0.6275071633237822,0.3
[synthetic-tangled],0.0,tangled,0.44077134986225897,0.14325068870523416,2.046831955922865,1.0,5,0.24302489752575887,0.6344410876132931,0.28
[synthetic-tangled],0.0,tangled,0.39335180055401664,0.1329639889196676,2.096952908587258,1.0,5,0.23892354552756054,0.6186186186186187,0.3
[synthetic-tangled],0.0,tangled,0.44559585492227977,0.17098445595854922,1.9637305699481866,1.0,6,0.21778174042617665,0.6694677871148459,0.24
[synthetic-tangled],0.0,tangled,0.44473684210526315,0.16842105263157894,1.8657894736842104,1.0,5,0.21130134786185983,0.6666666666666666,0.24
[synthetic-tangled],0.0,tangled,0.4241645244215938,0.19023136246786632,2.069408740359897,1.0,5,0.21513460801991072,0.6253443526170799,0.3
[synthetic-tangled],0.0,tangled,0.45058139534883723,0.13662790697674418,1.8255813953488371,1.0,6,0.24488134455143032,0.6603174603174603,0.22
[synthetic-tangled],0.0,tangled,0.4608433734939759,0.1716867469879518,1.9548192771084338,1.0,4,0.23573838867545716,0.5732484076433121,0.3
[synthetic-tangled],0.0,tangled,0.47109826589595377,0.1531791907514451,1.8352601156069364,1.0,5,0.23481888950917026,0.653250773993808,0.26
[synthetic-tangled],0.0,tangled,0.4441489361702128,0.14361702127659576,1.9335106382978724,1.0,6,0.24390461587969148,0.6724137931034483,0.22
[synthetic-tangled],0.0,tangled,0.4350453172205438,0.14501510574018128,1.9637462235649548,1.0,7,0.21392643284170174,0.6945337620578779,0.22
[synthetic-tangled],0.0,tangled,0.44623655913978494,0.1532258064516129,1.9865591397849462,1.0,6,0.2116252668405178,0.6988304093567251,0.24
[synthetic-tangled],0.0,tangled,0.39617486338797814,0.16666666666666666,2.1147540983606556,1.0,5,0.21904276507122553,0.6413373860182371,0.28
[synthetic-tangled],0.0,tangled,0.4562334217506631,0.14854111405835543,1.893899204244032,1.0,5,0.21548808611644996,0.6572237960339944,0.26
[synthetic-tangled],0.0,tangled,0.47058823529411764,0.14578005115089515,1.7774936061381075,1.0,4,0.19359589231434404,0.6358695652173914,0.28
[synthetic-tangled],0.0,tangled,0.44837758112094395,0.14749262536873156,1.9793510324483776,1.0,5,0.24149143648570648,0.6031746031746031,0.28
[synthetic-tangled],0.0,tangled,0.41359773371104813,0.1274787535410765,2.0991501416430594,1.0,5,0.22498280852945196,0.6261398176291794,0.3
[synthetic-tangled],0.0,tangled,0.4715909090909091,0.1590909090909091,1.8465909090909092,1.0,5,0.20569720970167002,0.6676646706586826,0.26
[synthetic-tangled],0.0,tangled,0.4315245478036176,0.16020671834625322,2.0852713178294575,1.0,5,0.22111394251281125,0.6448863636363636,0.32
[synthetic-tangled],0.0,tangled,0.3993993993993994,0.14114114114114115,2.108108108108108,1.0,6,0.23616095418653882,0.6719745222929936,0.22
[synthetic-tangled],0.0,tangled,0.430939226519337,0.1408839779005525,2.0303867403314917,1.0,7,0.20772834894754122,0.7155963302752294,0.26
[synthetic-tangled],0.0,tangled,0.4316353887399464,0.16353887399463807,1.8632707774798927,1.0,6,0.2129330715892323,0.6909620991253644,0.22
[synthetic-tangled],0.0,tangled,0.5,0.23728813559322035,1.6666666666666667,1.0,5,0.22680670736556932,0.6468842729970327,0.26
[synthetic-tangled],0.0,tangled,0.48091603053435117,0.15267175572519084,1.8880407124681935,1.0,4,0.2156394489909317,0.5938375350140056,0.32
[synthetic-tangled],0.0,tangled,0.4021164021164021,0.14285714285714285,2.037037037037037,1.0,5,0.2208786918233032,0.6045845272206304,0.32
[synthetic-tangled],0.0,tangled,0.42857142857142855,0.16172506738544473,2.1536388140161726,1.0,5,0.20646860982812135,0.6189111747851003,0.3
[synthetic-tangled],0.0,tangled,0.47956403269754766,0.16621253405994552,1.784741144414169,1.0,5,0.23139740794435343,0.6017964071856288,0.36
[synthetic-tangled],0.0,tangled,0.4420485175202156,0.13746630727762804,1.935309973045822,1.0,6,0.2299232688705507,0.6717791411042945,0.2
[synthetic-tangled],0.0,tangled,0.379746835443038,0.14936708860759493,2.187341772151899,1.0,6,0.2061687695916266,0.6920980926430518,0.22
[synthetic-tangled],0.0,tangled,0.42783505154639173,0.15206185567010308,1.9716494845360826,1.0,5,0.21759213947039585,0.6410958904109589,0.32
[synthetic-mixed],0.5,mixed,0.43410852713178294,0.08527131782945736,2.248062015503876,1.0,5,0.6536508535195058,0.2966101694915254,0.3191489361702128
[synthetic-mixed],0.5,mixed,0.5540540540540541,0.08783783783783784,1.8716216216216217,1.0,6,0.6406676990007565,0.36496350364963503,0.2916666666666667
[synthetic-mixed],0.5,mixed,0.4186046511627907,0.13953488372093023,2.310077519379845,1.0,7,0.6541176176983265,0.38333333333333336,0.3191489361702128
[synthetic-mixed],0.5,mixed,0.4393939393939394,0.10606060606060606,2.4318181818181817,1.0,5,0.6193670974191295,0.35537190082644626,0.3191489361702128
[synthetic-mixed],0.5,mixed,0.4444444444444444,0.09523809523809523,2.2063492063492065,1.0,5,0.6373061589718093,0.23423423423423423,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.4925373134328358,0.1044776119402985,2.2686567164179103,1.0,5,0.6070883416530727,0.35833333333333334,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.5419847328244275,0.15267175572519084,2.267175572519084,1.0,6,0.64843207707224,0.36885245901639346,0.30612244897959184
[synthetic-mixed],0.5,mixed,0.536,0.136,2.064,1.0,5,0.6258290238918034,0.34210526315789475,0.3409090909090909
[synthetic-mixed],0.5,mixed,0.5344827586206896,0.09482758620689655,2.0086206896551726,1.0,6,0.6459560824429292,0.3090909090909091,0.3409090909090909
[synthetic-mixed],0.5,mixed,0.45384615384615384,0.16923076923076924,2.1,1.0,5,0.6266096431025493,0.2894736842105263,0.36585365853658536
[synthetic-mixed],0.5,mixed,0.5775862068965517,0.12931034482758622,1.793103448275862,1.0,5,0.6262625672054034,0.30275229357798167,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.4189189189189189,0.0472972972972973,2.3783783783783785,1.0,6,0.6550841535769312,0.3435114503816794,0.3
[synthetic-mixed],0.5,mixed,0.39669421487603307,0.09917355371900827,2.5454545454545454,1.0,5,0.6329669942037219,0.33636363636363636,0.3409090909090909
[synthetic-mixed],0.5,mixed,0.49586776859504134,0.17355371900826447,2.231404958677686,1.0,4,0.6002460906829601,0.24545454545454545,0.38461538461538464
[synthetic-mixed],0.5,mixed,0.4918032786885246,0.13114754098360656,2.2950819672131146,1.0,6,0.6573313999209071,0.27522935779816515,0.3191489361702128
[synthetic-mixed],0.5,mixed,0.4789915966386555,0.11764705882352941,2.176470588235294,1.0,4,0.6097311838598461,0.30275229357798167,0.375
[synthetic-mixed],0.5,mixed,0.5483870967741935,0.1774193548387097,2.0080645161290325,1.0,6,0.6491243917165441,0.3504273504273504,0.3333333333333333
[synthetic-mixed],0.5,mixed,0.46564885496183206,0.1297709923664122,2.3053435114503817,1.0,5,0.6102797973335573,0.2644628099173554,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.496,0.104,2.048,1.0,5,0.6054392041808041,0.3333333333333333,0.36585365853658536
[synthetic-mixed],0.5,mixed,0.4172661870503597,0.05755395683453238,2.3453237410071943,1.0,6,0.6508314263190484,0.3787878787878788,0.29411764705882354
[synthetic-mixed],0.5,mixed,0.44776119402985076,0.08955223880597014,2.3358208955223883,1.0,6,0.6122988373803641,0.38095238095238093,0.32608695652173914
[synthetic-mixed],0.5,mixed,0.42857142857142855,0.08571428571428572,2.3142857142857145,1.0,5,0.6507537784387445,0.2828282828282828,0.34146341463414637
[synthetic-mixed],0.5,mixed,0.48854961832061067,0.1297709923664122,2.045801526717557,1.0,6,0.6142553998394944,0.3333333333333333,0.3488372093023256
[synthetic-mixed],0.5,mixed,0.47058823529411764,0.13725490196078433,2.2254901960784315,1.0,4,0.5991328190327234,0.2903225806451613,0.39473684210526316
[synthetic-mixed],0.5,mixed,0.44525547445255476,0.11678832116788321,2.2262773722627736,1.0,5,0.6583658973444283,0.2975206611570248,0.3333333333333333
[synthetic-mixed],0.5,mixed,0.5289256198347108,0.1322314049586777,1.9586776859504131,1.0,5,0.6552006076835608,0.2523364485981308,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.4852941176470588,0.10294117647058823,2.198529411764706,1.0,5,0.6300951285773313,0.2764227642276423,0.3333333333333333
[synthetic-mixed],0.5,mixed,0.5179856115107914,0.12949640287769784,2.0431654676258995,1.0,6,0.6421935551713464,0.3953488372093023,0.3125
[synthetic-mixed],0.5,mixed,0.42207792207792205,0.09090909090909091,2.461038961038961,1.0,7,0.6070946788248442,0.40816326530612246,0.29411764705882354
[synthetic-mixed],0.5,mixed,0.4523809523809524,0.12698412698412698,2.1666666666666665,1.0,6,0.6456580218279506,0.2920353982300885,0.3333333333333333
[synthetic-mixed],0.5,mixed,0.47368421052631576,0.10526315789473684,2.245614035087719,1.0,5,0.6356243227652028,0.27102803738317754,0.3488372093023256
[synthetic-mixed],0.5,mixed,0.549618320610687,0.1297709923664122,2.015267175572519,1.0,7,0.6574056010501441,0.3442622950819672,0.3
[synthetic-mixed],0.5,mixed,0.4330708661417323,0.15748031496062992,2.4881889763779528,1.0,6,0.655468926552137,0.3220338983050847,0.3191489361702128
[synthetic-mixed],0.5,mixed,0.41904761904761906,0.10476190476190476,2.3047619047619046,1.0,5,0.6570725005482406,0.28865979381443296,0.36585365853658536
[synthetic-mixed],0.5,mixed,0.5193798449612403,0.1937984496124031,2.124031007751938,1.0,6,0.652726270766202,0.2894736842105263,0.32608695652173914
[synthetic-mixed],0.5,mixed,0.4074074074074074,0.08148148148148149,2.5703703703703704,1.0,6,0.6381095366305972,0.3870967741935484,0.32608695652173914
[synthetic-mixed],0.5,mixed,0.5158730158730159,0.10317460317460317,2.0476190476190474,1.0,4,0.6458381898095966,0.2545454545454545,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.427536231884058,0.12318840579710146,2.4565217391304346,1.0,6,0.6133366469917759,0.3153846153846154,0.32608695652173914
[synthetic-mixed],0.5,mixed,0.5476190476190477,0.15873015873015872,1.9603174603174602,1.0,5,0.6393956319753704,0.3333333333333333,0.3333333333333333
[synthetic-mixed],0.5,mixed,0.4233576642335766,0.10218978102189781,2.2627737226277373,1.0,6,0.6283951743222173,0.3548387096774194,0.32608695652173914
[synthetic-mixed],0.5,mixed,0.44881889763779526,0.11023622047244094,2.3307086614173227,1.0,5,0.6271584409959711,0.29411764705882354,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.4112903225806452,0.1532258064516129,2.411290322580645,1.0,5,0.652172276437001,0.26666666666666666,0.3488372093023256
[synthetic-mixed],0.5,mixed,0.453781512605042,0.1092436974789916,2.2436974789915967,1.0,4,0.6238428957383564,0.25925925925925924,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.39568345323741005,0.1510791366906475,2.287769784172662,1.0,6,0.6485547192684655,0.32558139534883723,0.2978723404255319
[synthetic-mixed],0.5,mixed,0.5182481751824818,0.13138686131386862,1.9927007299270072,1.0,6,0.6455513799818429,0.37209302325581395,0.3125
[synthetic-mixed],0.5,mixed,0.4491525423728814,0.11016949152542373,2.1440677966101696,1.0,5,0.6481120713550006,0.32432432432432434,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.5826771653543307,0.14173228346456693,2.0,1.0,5,0.6179156917334175,0.2956521739130435,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.4715447154471545,0.10569105691056911,2.227642276422764,1.0,6,0.6168502999609398,0.29914529914529914,0.3488372093023256
[synthetic-mixed],0.5,mixed,0.5073529411764706,0.11029411764705882,2.1838235294117645,1.0,6,0.6391128107952533,0.3333333333333333,0.32608695652173914
[synthetic-mixed],0.5,mixed,0.518796992481203,0.10526315789473684,2.0977443609022557,1.0,6,0.6543242869226442,0.304,0.3125
[synthetic-mixed],0.5,mixed,0.48091603053435117,0.16793893129770993,2.0610687022900764,1.0,5,0.6392258281731391,0.29310344827586204,0.3488372093023256
[synthetic-mixed],0.5,mixed,0.48214285714285715,0.15178571428571427,2.0357142857142856,1.0,5,0.6378567288855395,0.29411764705882354,0.36585365853658536
[synthetic-mixed],0.5,mixed,0.5,0.11904761904761904,2.2222222222222223,1.0,7,0.6420285198533575,0.34710743801652894,0.32608695652173914
[synthetic-mixed],0.5,mixed,0.556390977443609,0.07518796992481203,1.9323308270676691,1.0,6,0.6647752018786898,0.256198347107438,0.30612244897959184
[synthetic-mixed],0.5,mixed,0.4460431654676259,0.1079136690647482,2.093525179856115,1.0,5,0.5867919390427849,0.3387096774193548,0.35714285714285715
[synthetic-mixed],0.5,mixed,0.4765625,0.171875,2.09375,1.0,6,0.6440179325369898,0.36363636363636365,0.3191489361702128
[synthetic-mixed],0.5,mixed,0.4152542372881356,0.1440677966101695,2.26271186440678,1.0,5,0.6559399502309193,0.2616822429906542,0.3333333333333333
[synthetic-mixed],0.5,mixed,0.45081967213114754,0.09836065573770492,2.442622950819672,1.0,6,0.6636822661047269,0.2545454545454545,0.32608695652173914
[synthetic-mixed],0.5,mixed,0.5714285714285714,0.10317460317460317,1.9206349206349207,1.0,6,0.6568061792362319,0.3706896551724138,0.3125
[synthetic-mixed],0.5,mixed,0.4083333333333333,0.10833333333333334,2.1416666666666666,1.0,5,0.6435693876324038,0.28695652173913044,0.3409090909090909
[synthetic-mixed],0.5,mixed,0.49137931034482757,0.10344827586206896,2.206896551724138,1.0,6,0.646369153520186,0.2777777777777778,0.3333333333333333
[synthetic-mixed],0.5,mixed,0.5833333333333334,0.1,2.0,1.0,5,0.6580850197023272,0.30357142857142855,0.3111111111111111
[synthetic-mixed],0.5,mixed,0.6287878787878788,0.13636363636363635,1.7575757575757576,1.0,6,0.6783517939209232,0.25210084033613445,0.3125
[synthetic-mixed],0.5,mixed,0.46099290780141844,0.10638297872340426,2.120567375886525,1.0,4,0.641099002739314,0.2777777777777778,0.3125
[synthetic-mixed],0.5,mixed,0.43609022556390975,0.14285714285714285,2.56390977443609,1.0,6,0.6540049771776711,0.34146341463414637,0.3191489361702128
[synthetic-mixed],0.5,mixed,0.4959349593495935,0.14634146341463414,2.16260162601626,1.0,5,0.6257880769304365,0.3684210526315789,0.3409090909090909
[synthetic-mixed],0.5,mixed,0.49624060150375937,0.11278195488721804,2.142857142857143,1.0,6,0.6675255215965962,0.29838709677419356,0.3125
[synthetic-mixed],0.5,mixed,0.5365853658536586,0.0975609756097561,2.1707317073170733,1.0,6,0.6468610335049402,0.3394495412844037,0.3409090909090909
[synthetic-mixed],0.5,mixed,0.564935064935065,0.14935064935064934,1.922077922077922,1.0,6,0.6353740164518347,0.39285714285714285,0.28846153846153844
[synthetic-mixed],0.5,mixed,0.5365853658536586,0.11382113821138211,2.097560975609756,1.0,4,0.5925462906217901,0.25217391304347825,0.375
[synthetic-mixed],0.5,mixed,0.47692307692307695,0.1076923076923077,2.207692307692308,1.0,5,0.64670702098197,0.3504273504273504,0.32608695652173914
[synthetic-mixed],0.5,mixed,0.3870967741935484,0.12903225806451613,2.4838709677419355,1.0,6,0.6278948835098332,0.3157894736842105,0.34146341463414637
[synthetic-mixed],0.5,mixed,0.4153846153846154,0.1076923076923077,2.7153846153846155,1.0,5,0.6256235616265401,0.30833333333333335,0.3409090909090909
[synthetic-mixed],0.5,mixed,0.4642857142857143,0.11607142857142858,2.1964285714285716,1.0,5,0.6252691926001259,0.28846153846153844,0.39473684210526316
[synthetic-mixed],0.5,mixed,0.43283582089552236,0.11194029850746269,2.216417910447761,1.0,6,0.6338175026869006,0.29411764705882354,0.3409090909090909
The capital of France is,,real,0.061592920353982304,0.003185840707964602,171.18265486725664,0.4896755162241888,6,0.4754230800811202,0.7537463126843658,0.32
The largest planet in our solar system is,,real,0.05565410199556541,0.002771618625277162,173.9848115299335,0.4292682926829268,5,0.5163689757462577,0.7424611973392461,0.32919254658385094
Water boils at 100 degrees,,real,0.060842433697347896,0.007930317212688508,206.20891835673427,0.36947477899115966,6,0.5433317217128634,0.78133125325013,0.23780487804878048
The speed of light is approximately 300000,,real,0.09173976608187134,0.008260233918128655,119.4,0.44707602339181285,7,0.5333731247246397,0.8192982456140351,0.245
Shakespeare was born in Stratford,,real,0.07008182141586625,0.01031661330487371,135.9900391319815,0.5067591604411241,6,0.5356631269767784,0.8175026680896478,0.23809523809523808
"If all cats are animals and all animals breathe, t",,real,0.05747324818778046,0.0056092509492578525,153.49991370383154,0.38004832585433207,5,0.7579567356384587,0.723593372454263,0.336734693877551
If it takes 5 machines 5 minutes to make 5 widgets,,real,0.06198510773130545,0.01417934093789607,117.32481780735108,0.4136169201520912,13,0.6547942490466342,0.789765525982256,0.32978723404255317
